상품명,가격,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,행사 정보,편의점 코드,이미지 주소
부산식냉채족발,"7900
",즉석요리,551,658,58,38,21,754,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8804985342221.jpg
녹차롤케익,"2000
",식품,140,222,5,11,25,45,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8807999064455.jpg
피크닉샌드위치,"5900
",즉석요리,186,475,11,23,54,780,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809895799301.jpg
초코카스테라,"2000
",식품,110,375,7,14,57,70,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809523623503.jpg
생크림카스테라,"2000
",식품,150,555,7,34,55,200,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809523623497.jpg
콥샐러드,"6600
",식품,168,220,13,11,18,448,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665560346.jpg
돈코츠라멘,"2800
",식품,314.7,420,15,8,75,2120,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/4902702004415.jpg
허니리코타치즈샐러드,"4800
",즉석요리,240,250,4.6,7,42,580,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809148599016.jpg
카프레제샐러드,"6600
",식품,250,120.59,6.25,7.99,5.92,185.49,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665560681.jpg
통밀햄,"3300
",즉석요리,180,329,20,13,33,1240,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809895799349.jpg
햄에그치즈,"3300
",즉석요리,200,424,18,20,42,987,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802268609.jpg
에그포테이토,"3300
",즉석요리,110,248,6,12,29,358,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802268104.jpg
김치제육,"1300
",즉석요리,105,169,5,2.3,32,441,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802267824.jpg
치킨마요덮밥,"3900
",즉석요리,393,709,29,17,110,1395,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809453267112.jpg
마파두부덮밥,"4800
",즉석요리,260,385,11,7,71,827,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802266933.jpg
리코타치즈샐러드,"4800
",식품,137,330,6,17,38,410,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809142022817.jpg
김치볶음밥,"4300
",즉석요리,301,138,3.6,2.9,24.5,677,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802266544.jpg
쿠키앤크림케이크,"3800
",식품,580,365,5,0,0,150,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809495143269.jpg
해물누룽지탕,"4900
",즉석요리,1000,55.23,2.22,3.5,3.69,420.22,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801284278879.jpg
햇반,"17800
",즉석요리,630,315,5,1.5,70,15,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801392009730.jpg
춘천식치즈닭갈비,"7900
",즉석요리,325,620,38,27,56,1980,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809533200329.jpg
양배추,"1900
",음료,2100,15,0,0,4,0,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801448108103.jpg
스크류바에이드,"1400
",음료,230,140,0,0,33,25,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062874941.jpg
수박바에이드,"1400
",음료,230,135,0.7,0,33,3,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062874934.jpg
유기농곰모양구미,"2500
",과자,2500,324,5,0,76,80,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809805620473.jpg
콰트로타워버거,"2700
",즉석요리,210,50,13,27,52,1480,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068396782.jpg
치즈소시지,"2500
",식품,200,130,9,2,20,330,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801123310814.jpg
팔도비빔칩시그니처,"1500
",과자,80,398,6,18,53,611,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809695256196.jpg
고기듬뿍김치제육볶음,"3900
",즉석요리,367,557,24,13,86,906,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802261013.jpg
사과젤리,"1300
",과자,500,185,0,0,46,190,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/9555614201400.jpg
쫀득롤케익초코,"3500
",식품,140,495,7,28,53,370,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809523621882.jpg
치즈볼,"500
",식품,1000,70,3,2.7,8,45,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2201148662541.jpg
참치가득유부초밥,"3700
",즉석요리,250,528,19,20,68,1207,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809453263985.jpg
크랩가득유부초밥,"3700
",즉석요리,250,459,14,15,67,1082,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809383954694.jpg
통계란샐러드콘감자,"2900
",즉석요리,162,415,10,37,10,610,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805684003611.jpg
글레이즈드도넛,"1300
",식품,300,190,4,9,23,225,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2201148661872.jpg
A1스테이크치즈버거,"2800
",즉석요리,160,454,15,26,40,960,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068393101.jpg
쫀득한마카롱,"3400
",식품,72,298,3,16,45,35,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809692951605.jpg
커브크로와상,"1200
",식품,350,236,5,12,27,305,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2200000113351.jpg
뉴욕스트립스테이크,"11900
",즉석요리,606,1213,62,89,47,3703,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809558849701.jpg
우유카스테라,"2000
",식품,95,339,6,15,45,200,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809273374229.jpg
타트체리,"1800
",음료,480,41,0,0,10,11,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350885730.jpg
포켓치킨데리야끼맛,"3900
",즉석요리,180,405,28,17,35,1060,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809015225048.jpg
포켓치킨양념치킨맛,"3900
",즉석요리,180,485,23,26,40,960,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809015225055.jpg
흑임자우유,"1800
",음료,750,63,2,2.6,8,55,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350881183.jpg
ABC주스,"1800
",음료,480,31,0,0,7,15,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350885631.jpg
블루베리,"3500
",식품,200,243,0,0,59,10,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809572420368.jpg
크림치즈호두단팥빵,"1700
",식품,130,420,9,13,65,300,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809273374052.jpg
통밤단팥빵,"1700
",식품,130,390,8,8,14,240,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809273374045.jpg
한판모둠순대,"5500
",즉석요리,300,181,9,4.6,26,353,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809266251452.jpg
단짝캔디,"1500
",과자,46,174,0,0,43,0,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809555860631.jpg
닭가슴살샐러드,"3500
",식품,245,234,20,7,23,465,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809148593823.jpg
트리플불고기치즈버거,"2700
",즉석요리,220,698,23,46,48,1660,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068381801.jpg
리얼플레이크바,"1500
",아이스크림,80,236,2,15,22,28,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805584111744.jpg
오늘의야채퍼플,"2300
",음료,250,135,2,0,33,140,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801128280433.jpg
쫀득롤케익플레인,"3500
",식품,140,465,8,25,52,300,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809523620694.jpg
생초콜릿라떼,"2000
",음료,250,190,6,5.3,29,140,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8806371308644.jpg
ASMR매콤크림면,"3200
",즉석요리,290.5,510,12,11,91,930,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809083705206.jpg
더블미니파운드,"1800
",식품,70,315,3,19,33,130,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068379129.jpg
벨기에초코와플,"2000
",과자,95,417,6,21,51,320,2+1,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068374292.jpg
옛날삼계탕,"10000
",즉석요리,900,875,0,0,0,1680,0,2,http://cdn2.bgfretail.com/bgfbrand/files/product/628684933D3746D8A04887AC0F12D8A3.jpg
치즈쿠키,"500
",과자,100,514,7,26,63,240,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2200000045775.jpg
쵸코칩쿠키,"400
",과자,50,279,5,16.8,27,154,0,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2200000015181.jpg
