상품명,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,가격,행사 정보,편의점 코드,상품 이미지
드 카를로 클라시코 엑스트라 버진 올리브오일 (3082),올리브유,750,828,0,92,0,0,,,,
올리오 엑스트라 버진 올리브유,올리브유,500,828,0,92,0,0,,,,
라파엘 발디니팔라디니 엑스트라버진 올리브유,올리브유,500,900,0,99.9,0,0,,,,
레코스테 올리오 (500ml),올리브유,500,899.1,0,99.9,0,0,,,,
레오나르디 솔레 미오 엑스트라버진 올리브오일,올리브유,250,900,0,100,0,0,,,,
엑스트라버진올리브오일,올리브유,250,900,0,100,0,3,,,,
링귀네,건면,500,365,13.4,1.1,75,4,,,,
메제 마니케,건면,500,365,13.4,1.1,75,4,,,,
부카티니,건면,500,365,13.4,1.1,75,4,,,,
스파게토니,건면,500,365,13.4,1.1,75,4,,,,
스파게티,건면,500,365,13.4,1.1,75,4,,,,
스파게티니,건면,500,365,13.4,1.1,75,4,,,,
키타라,건면,500,365,13.4,1.1,75,4,,,,
노버스 엑스트라버진 올리브유,올리브유,500,900,0,99.9,0,0,,,,
쿠아르투스 엑스트라버진 올리브오일 노첼라라,올리브유,500,837,0,93,0,0,,,,
쿠아르투스 엑스트라버진 올리브오일 디오피 발리 트라파네시,올리브유,500,837,0,93,0,0,,,,
유기농 엑스트라버진 올리브유 바이오로지코 (500ML),올리브유,500,824,0,92,0,0,,,,
유기농 엑스트라버진 올리브유 바이오로지코 디오피(250ML),올리브유,250,824,0,92,0,0,,,,
벨라 비앙코 로마노,과/채음료,750,30,0,0,7.5,1.9,,,,
흰송로버섯향 올리브오일(250ML),향미유,250,900,0,100,0,0,,,,
인토쏘 엑스트라버진 올리브유,올리브유,500,830,0,92,0,0,,,,
자두 잼 (14942),잼,350,244,0,0,61,0,,,,
체리 잼 350g (14941),잼,350,255,0.8,0,63,4,,,,
GRANTE 석류주스 (100%) (750ml),과/채주스,750,120,0.4,0,30,0,,,,
아펠 슈트로이젤 쿠헨,빵류,1250,3040,2.5,9.3,36.3,80,,,,
추프쿠헨,빵류,1000,339,7.4,18,36.2,88,,,,
케제쿠헨,빵류,1250,270,7.3,13,30.6,124,,,,
파스타 피스타치오 100%,땅콩 또는 견과류가공품,3000,631,17,56,10,250,,,,
파스타 피스타치오 100%,땅콩 또는 견과류가공품,3000,610,17,56,10,250,,,,
다크 통밀 베이글,빵류,5440,220,9,0,46,450,,,,
베이글,빵류,5440,220,9,0,46,450,,,,
에브리띵 베이글,빵류,5440,220,9,0,46,450,,,,
퍼피 베이글,빵류,5440,220,9,0,46,450,,,,
플레인 베이글,빵류,5440,220,9,0,46,450,,,,
롤 케익 딸기,빵류,260,755,13,39,88,160,,,,
롤 케익 이찌고,빵류,380,1095,18,63,114,230,,,,
마시멜로 타르트,빵류,400,1360,18,76,150,390,,,,
쇼콜라 롤케익,빵류,380,1130,19,68,110,420,,,,
순백 롤케익,빵류,380,1110,15,68,110,440,,,,
크림 퍼프 밀크,빵류,100,280,6,19,22,100,,,,
크림 퍼프 커스타드,빵류,100,260,5,18,19,75,,,,
프로마쥬 케익,빵류,380,1190,19,95,65,380,,,,
듀럼밀 파스타,건면,500,360,11.5,1.5,75.2,0,,,,
알튼바샤크 마카르나 (스파게티),건면,500,348,12,1.1,71,10,,,,
라즈베리 잼 (68040),잼,380,280,0,0,70,10,,,,
무화과 잼 (68065),잼,380,280,0,0,70,10,,,,
블랙베리 잼 (67027),잼,380,280,0,0,70,10,,,,
사우어체리 피티드 잼 (68045),잼,380,280,0,0,70,10,,,,
부아메라 오일,기타식물성유지,5000,898,3,98,1,8,,,,
발사리 퓨어올리브 오일,올리브유,750,800,0,92,0,0,,,,
엑스트라버진 올리브오일,올리브유,750,800,0,92,0,0,,,,
발투센 유기농 레드키드니빈,두류가공품,360,86,7.7,0.4,13,200,,,,
발투센 유기농 베이크드빈,두류가공품,360,73,4.2,0.5,13,280,,,,
발투센 유기농 스위트콘,곡류가공품,340,78,2.9,1.6,13,160,,,,
발투센 유기농 완두콩,두류가공품,350,63,5.4,0.6,9.1,200,,,,
파인애플 케익,빵류,1000,424,3,16,67,167,,,,
퍼피드라이스,곡류가공품,200,362,4,0,50,20,,,,
첨면장,된장,400,175,11,1,31,2520,,,,
바르도무스 보리올렌카 프리미엄 B,올리브유,250,840,0,93,0,0,,,,
바르도무스 보리올렌카 프리미엄 B,올리브유,250,837,0,93,0,0,,,,
바르도무스 아르베키나 프리미엄 A,올리브유,250,840,0,93,0,0,,,,
바르도무스 아르베키나 프리미엄 A,올리브유,250,837,0,93,0,0,,,,
바르도무스 아보카도 오일,기타식물성유지,250,605,0,67,0,0,,,,
바르도무스 어셈블리지 프리미엄 B+C+A,올리브유,250,840,0,93,0,0,,,,
바르도무스 카네테라 프리미엄 C,올리브유,250,840,0,93,0,0,,,,
링귀니,건면,500,353,12.5,2,71.2,5,,,,
스파게티,건면,500,353,12.5,2,71.2,5,,,,
엔젤헤어,건면,500,353,12.5,2,71.2,5,,,,
엔젤헤어,건면,500,364,12.5,2,71.2,5,,,,
파팔레,건면,500,353,12.5,2,71.2,5,,,,
파팔레,건면,500,364,12.5,2,71.2,5,,,,
페튜치네,건면,500,364,12.5,2,71.2,5,,,,
펜네 리가테,건면,500,353,12.5,2,71.2,5,,,,
펜네 리가테,건면,500,364,12.5,2,71.2,5,,,,
푸실리,건면,500,353,12.5,2,71.2,5,,,,
푸실리,건면,500,364,12.5,2,71.2,5,,,,
바릴라 스파게티니,건면,500,355,13,2,71,15,,,,
바릴라 펜네 리가테,건면,500,355,13,2,71,5,,,,
스파게티,건면,1000,358,13.5,2,73.2,5,,,,
스파게티,건면,1000,359,12.8,2,70.9,5,,,,
스파게티,건면,500,364,12.8,2,70.9,5,,,,
허쉬 세미 스위트 미니 칩,초콜릿,11340,539,7,27,67,0,,,,
베리컬리벗 다크초콜릿,초콜릿,25000,122500,1500,8500,10000,10000,,,,
베리컬리벗 밀크초콜릿,밀크초콜릿,25000,134500,1500,8500,13000,10000,,,,
베리컬리벗 화이트초콜릿,화이트초콜릿,25000,135750,1750,7775,14650,24750,,,,
칼리바우트 다크 청크초콜릿,초콜릿,10000,494,4,26,61,0,,,,
그라운드 다크초콜릿,초콜릿,1000,466,7,26,51,6,,,,
다크청크씨에이치디씨유이공엑스공일사,초콜릿,10000,495,4,26,61,3,,,,
다크초콜릿 커버춰 엑셀랑스,초콜릿,2500,533,5,37,45,4,,,,
다크초콜릿 커버춰 엑셀랑스(피스톨),초콜릿,5000,533,5,37,45,4,,,,
다크커버춰초콜릿 플레르드카오,초콜릿,5000,543,8,43,31,7,,,,
딸기향 초콜릿,화이트초콜릿,2500,568,6,36,55,90,,,,
락티슈페리에,밀크초콜릿,2500,572,8,40,45,87,,,,
루비초콜릿,밀크초콜릿,2500,568,9,36,52,105,,,,
말촉다크초콜릿,초콜릿,5000,528,5,36,46,0,,,,
말촉밀크초콜릿,밀크초콜릿,5000,561,7,37,50,0,,,,
말촉화이트초콜릿,화이트초콜릿,5000,578,6,38,53,80,,,,
제피르 캐러멜맛 초콜릿,화이트초콜릿,2500,589,9,41,46,216,,,,
쵸콜릿촉피엔브이(쵸콜릿파우더),초콜릿,20000,442,17,22,44,116,,,,
칼레 다크 초콜릿 811,초콜릿,400,537,5,37,46,6,,,,
칼레 다크 초콜릿 파워80,초콜릿,2500,529,10,45,21,10,,,,
칼레 딸기향 초콜릿,화이트초콜릿,2500,568,6,36,55,91,,,,
칼레 센세이션 믹스 다크/화이트 초콜릿,밀크초콜릿,2500,568,6,36,53,66,,,,
칼레 오렌지향 초콜릿,화이트초콜릿,2500,563,6,35,56,87,,,,
칼레 초콜릿 다크 70-30-38-E0-D94,초콜릿,400,511,9,39,31,9,,,,
칼레 초콜릿 다크 70-30-38-E4-U71,초콜릿,2500,568,9,39,31,9,,,,
칼레 초콜릿 밀크 823-E0-D94,밀크초콜릿,400,556,7,36,51,82,,,,
칼레 초콜릿 밀크 823-E4-U71,밀크초콜릿,2500,556,7,36,51,82,,,,
칼레 화이트 벨벳,화이트초콜릿,2500,593,6,41,50,85,,,,
칼레 화이트 초콜릿 W2-E0-D94,화이트초콜릿,400,568,6,36,55,86,,,,
칼레 화이트 초콜릿 W2-E4-U71,화이트초콜릿,2500,568,6,36,55,86,,,,
칼레초콜릿 다크 2815-E4-U71,초콜릿,2500,568,6,38,43,6,,,,
칼레초콜릿 다크 2815-E4-U71,초콜릿,2500,538,6,38,43,6,,,,
칼레초콜릿 다크 2815NV-554,초콜릿,10000,548,6,38,43,6,,,,
칼리바우트 골드 초콜릿,화이트초콜릿,2500,569,8,37,51,205,,,,
칼리바우트 다크초콜릿(칠공삼공이사유칠일),초콜릿,2500,511,9,39,31,9,,,,
칼리바우트 초콜릿파우더(씨에이치디엑스일일피사팔육),초콜릿,20000,474,6,26,54,5,,,,
화이트초콜릿 블랑사탱,화이트초콜릿,2500,567,6,35,57,64,,,,
화이트초콜릿 블랑사탱(피스톨),화이트초콜릿,5000,567,6,35,57,64,,,,
다크 초콜릿(CHD-P90377-GAI-S58),초콜릿,25000,530,5.8,37.5,42.2,6.8,,,,
다크컴파운드 ISD-BU5507VJEW-S01,준초콜릿,10000,539,4,35,52,25,,,,
다크컴파운드 칩스(ISD-DR44V1-GAI-S32),준초콜릿,15000,497,3.3,25.7,63,2.9,,,,
다크컴파운드칩 ISD-501C8V-JEW-S01,준초콜릿,1800,505,4,29,57,30,,,,
다크컴파운드칩 ISD-501C8V-JEW-S04,준초콜릿,1500,505,4,29,57,30,,,,
리치 초콜릿(타입 : CHM-Q90369-GAI-S32),밀크초콜릿,15000,560,7,36.9,50.3,75.8,,,,
밀크 컴파운드 ISM-BU1401VJEW-S01,준초콜릿,10000,546,4,34,56,153,,,,
반호튼 다크초콜릿 CHD-Q-CLASSI-V-S35,초콜릿,12500,528,5,36,46,5,,,,
반호튼 밀크초콜릿 CHM-P-CLASSI-V-S35,밀크초콜릿,12500,556,8,36,50,71,,,,
반호튼 화이트초콜릿 CHW-QCLASSI-V-S35,화이트초콜릿,12500,568,-,36,55,75,,,,
버사 다크,준초콜릿,2500,529,3.5,33,56,0,,,,
화이트 초콜릿(CHW-Q2SG-GAI-S32),화이트초콜릿,15000,570,6,36,55.3,75.2,,,,
그라운드화이트초콜릿,화이트초콜릿,1000,538,7,30,60,104,,,,
다크 초콜릿 포스누아,초콜릿,1000,485,6,29,50,5,,,,
다크초콜릿 오리진 베네수엘라,초콜릿,1000,535,8,43,29,7,,,,
다크초콜릿 오리진 세인트 도밍고,초콜릿,1000,543,8,43,31,6,,,,
다크초콜릿 오리진 탄자니아,초콜릿,2500,555,8,47,25,7,,,,
다크초콜릿커버춰 미아메르,초콜릿,1000,548,5,40,42,5,,,,
다크초콜릿커버춰 오코아,초콜릿,1000,516,8,40,31,7,,,,
다크초콜릿커버춰 이나야,초콜릿,1000,477,9,33,36,8,,,,
다크커버춰초콜릿 유노이아,초콜릿,5000,538,8,42,32,5,,,,
다크커버춰초콜릿 플레르드카오,초콜릿,1600,543,8,43,31,7,,,,
밀크초콜릿 오리진 가나,밀크초콜릿,1000,581,8,41,45,62,,,,
밀크초콜릿커버춰 락티슈페리에(피스톨),밀크초콜릿,1000,572,8,40,45,88,,,,
밀크초콜릿커버춰 알룬가,밀크초콜릿,1000,545,10,37,43,97,,,,
바통브랑제초콜릿,초콜릿,1600,482,5,26,57,4,,,,
빠떼아글라세 브룬(코팅다크),준초콜릿,5000,565,4,41,45,0,,,,
빠떼아글라세 블롱드(코팅밀크),기타 코코아가공품,5000,545,4,33,58,30,,,,
암브레 자바,밀크초콜릿,5000,568,9,37,48,94,,,,
화이트초콜릿 제피르,화이트초콜릿,1000,598,8,42,47,102,,,,
다크 컴파운드,준초콜릿,10000,510,3.9,29.3,57.4,29.4,,,,
다크초콜릿 엑스트라비터 구아야킬,초콜릿,1000,546,6,42,36,5,,,,
칼레 다크 커버춰 초콜릿 811,초콜릿,1000,537,5,37,46,6,,,,
나팔,화이트초콜릿,5000,565,6.9,35.2,55.4,72.9,,,,
다크 커버춰 초콜릿 / 트리니아,초콜릿,5000,540,7.7,42.8,30.7,6.5,,,,
소마트라,밀크초콜릿,5000,565,5.5,37.1,52.6,136.9,,,,
아자바체,준초콜릿,5000,560,5.6,42.8,37.7,4.8,,,,
이로코,당류가공품,10000,550,7,34,54,45,,,,
초콜릿칩 / CORI750,초콜릿,5000,490,4.9,27.5,55.6,4.2,,,,
초콜릿칩 / 코리750,초콜릿,5000,490,4.9,27.5,55.6,4.2,,,,
카야,준초콜릿,10000,515,2,29,62,0,,,,
코팅용 다크 P-250,준초콜릿,10000,536,4,40,40,4,,,,
코팅용 밀크 PL100,기타 코코아가공품,10000,570,1.3,36.8,58.7,0,,,,
코팅용 화이트 도워,당류가공품,10000,610,0,42.4,57.5,0,,,,
토바도,초콜릿,5000,530,7,39.8,36,5.9,,,,
드림초코드링크분말,기타 코코아가공품,1000,358,15,2,70,900,,,,
레몬향 티 음료베이스,음료베이스,1000,385,0.3,0,96,200,,,,
민트향 티 음료베이스,음료베이스,1000,389,0.3,0,97,300,,,,
스페퀼로스,커피,1000,404,8.2,6.6,78,1100,,,,
스페퀼로스향 커피,커피,1000,404,8.2,6.6,78,1100,,,,
와일드푸루트향 티 음료베이스,음료베이스,1000,385,0.3,0,96,0,,,,
이리쉬 카푸치노,커피,1000,434,8.4,12,73,500,,,,
이리쉬향 카푸치노,커피,1000,434,8.4,12,73,500,,,,
카푸치노,커피,1000,405,7.6,7,78,900,,,,
카푸치노 노이세트,커피,1000,426,7.7,11,74,800,,,,
카푸치노 바닐라향,커피,1000,426,7.7,11,74,800,,,,
피스타치오향 커피,커피,1000,403,8,6.6,78,1100,,,,
화이트초코드링크분말,기타 코코아가공품,750,509,9,25,62,500,,,,
허쉬 밀크 초콜릿 칩스,밀크초콜릿,11330,538,7,30,60,67,,,,
허쉬 스페셜 다크 초콜릿 칩스,초콜릿,11340,538,7,30,60,0,,,,
식용유,콩기름(대두유),1000,828,0,92,0,0,,,,
언필터드 엑스트라 버진 올리브오일(500ml),올리브유,500,830,0,92,0,0,,,,
엑스트라 버진 올리브유,올리브유,1000,846,0,94,0,0,,,,
카스텔베테르 포마스 올리브유 (5L),기타식물성유지,5000,837,0,93,0,0,,,,
포도씨유,기타식물성유지,1000,837,0,93,0,0,,,,
해바라기유,해바라기유,1000,837,0,93,0,0,,,,
해바라기유,해바라기유,500,900,0,100,0,0,,,,
바쏘 엑스트라 버진 올리브오일(1L),올리브유,1000,846,0,94,0,0,,,,
바쏘 엑스트라 버진 올리브오일(200ml),올리브유,200,828,0,92,0,0,,,,
바쏘 엑스트라 버진 올리브오일(2L),올리브유,2000,830,0,92,0,0,,,,
바쏘 올리브오일,올리브유,1000,828,0,92,0,0,,,,
바쏘 포도씨유 (1L),기타식물성유지,1000,828,0,92,0,0,,,,
바쏘 포도씨유(2L),기타식물성유지,2000,830,0,92,0,0,,,,
바쏘 퓨어 올리브오일,올리브유,500,828,0,92,0,0,,,,
바쏘 해바라기 오일(2L),해바라기유,2000,830,0,92,0,0,,,,
바쏘 해바라기 오일(500ML),해바라기유,500,828,0,92,0,0,,,,
엑스트라 버진 올리브유 (클래식),올리브유,1000,828,0,92,0,0,,,,
엑스트라버진 올리브유,올리브유,1000,824.4,0,91.6,0,0,,,,
엑스트라버진올리브오일,올리브유,1000,824.4,0,91.6,0,0,,,,
올리브 포마스 오일,올리브유,5000,824.4,0,91.6,0,0,,,,
올리브 포마스오일,올리브유,5000,828,0,92,0,0,,,,
카스텔베테르 엑스트라버진 올리브유(5L),올리브유,5000,837,0,93,0,0,,,,
콩기름,콩기름(대두유),1000,829.8,0,92.2,0,0,,,,
포도씨유,기타식물성유지,1000,831.6,0,92.4,0,0,,,,
포도씨유,기타식물성유지,500,900,0,100,0,0,,,,
파네토네 케이크,빵류,1000,362,6.8,12,55,151,,,,
왕지우내당,캔디류,126,420,3.3,10.8,77.7,180,,,,
황두장,된장,250,180,14,4,21,6330,,,,
베이징수탕,캔디류,400,468,14,10,85,10,,,,
타싸쑤탕,캔디류,400,469,14,10,85,10,,,,
오트밀,즉석조리식품,495,395,13,8,68,0,,,,
라즈베리 프리저브 잼,잼,215,226,0.3,0,56.2,0,,,,
라즈베리와 스타아니스,잼,130,228,0.7,0,54,0,,,,
라즈베리와 스타아니스 잼,잼,130,228,0.7,0,54,0,,,,
루바브와 머스캣와인잼,잼,130,223,0.7,0,53,0,,,,
루바브와 무스카트와인 잼,잼,130,223,0.7,0,53,0,,,,
망고 앤 패션 프리저브 잼,잼,215,226,0.3,0,56.2,0,,,,
블루베리 프리저브 잼,잼,215,226,0.3,0,56.2,0,,,,
스트로베리,잼,215,239,0.3,0,59.4,0,,,,
스트로베리 앤 라즈베리 프리저브 잼,잼,215,226,0.3,0.1,56,0,,,,
스트로베리 프리저브 잼,잼,215,239,0.3,0,59.4,0,,,,
포후르츠잼,잼,215,226,0.3,0.1,56,0,,,,
다크 셀렉션 카카오 트레이스,초콜릿,5000,527,6,35,47,3,,,,
다크 초콜릿,초콜릿,2500,531,6,35,48,3,,,,
다크 초콜릿 슈프림 E740/J 드롭,초콜릿,5000,533,8,41,33,5,,,,
다크콜렉션 베트남 73,초콜릿,1000,547,8,43,32,4,,,,
드롭 다크 초콜릿 (15KG),초콜릿,15000,531,6,35,48,3,,,,
드롭 밀크 초콜릿,밀크초콜릿,5000,565,7,37,51,79,,,,
드롭 화이트 초콜릿 (15KG),화이트초콜릿,15000,573,6,37,54,91,,,,
밀크 셀렉션 카카오 트레이스,밀크초콜릿,5000,555,7,35,53,81,,,,
밀크 초콜릿,밀크초콜릿,2500,565,7,37,51,79,,,,
밀크 캐러멜 드롭,밀크초콜릿,5000,558,7,35,54,122,,,,
밀크 콜렉션 베네수엘라 43,밀크초콜릿,1000,568,7,40,45,72,,,,
앙탕스 다크 초콜릿,초콜릿,4000,591,6,47,36,10,,,,
초코칩 다크,초콜릿,5000,488,6,28,53,4,,,,
초코칩다크 309,초콜릿,15000,477,6,25,57,3,,,,
화이트 셀렉션 카카오 트레이스,화이트초콜릿,5000,573,6,37,54,91,,,,
화이트 초콜릿,화이트초콜릿,2500,573,6,37,54,91,,,,
딸기 수박 마가리따[860070],음료베이스,1000,70,0,0,18,0,,,,
망고 마가리따[2906772],음료베이스,1000,70,0,0,18,0,,,,
클래식 라임 마가리따[9948037],음료베이스,1000,70,0,0,18,0,,,,
린제이 슬라이스드 올리브즈,절임식품,9.36,118,1,10,6,880,,,,
고트치즈 가우차,빵류,4000,388,8,26,31,1230,,,,
레드후르츠 가우차,빵류,4100,377,6,23,37,700,,,,
미니 레드후르츠 가우차,빵류,9000,352,7,18,42,900,,,,
미니 애플시나몬 가우차,빵류,9000,347,6,17,42,600,,,,
블루치즈 트라이앵글,빵류,6500,366,7,23,33,1400,,,,
코코아 크림 버터 크로와상,빵류,5100,382,7,22,39,720,,,,
허브크림 치즈 크로와상,빵류,4760,388,7,26,30,1100,,,,
뷰코 쿡 오가닉,과/채주스,1000,160,0,17,2,35,,,,
스파게티면,건면,500,358,11.5,1.5,74.5,20,,,,
건조쌀국수,건면,500,345,5.6,0,80.6,0.01,,,,
라이스 페이퍼 (월남쌈용),건면,300,321,0,0.1,80,300,,,,
라이스 페이퍼 (월남쌈용) (16CM),건면,300,321,0,0.1,80,300,,,,
라이스 페이퍼 (튀김용) (16CM),건면,300,321,0,0.1,80,300,,,,
라이스버리첼리,건면,200,340,5,0,80,0.01,,,,
라이스페이퍼,건면,280,340,0.5,0,85,390,,,,
라이스페이퍼 (구수한맛),건면,280,340,0.5,0,85,390,,,,
라이스페이퍼 (깔끔한맛),건면,280,340,0.5,0,85,390,,,,
라이스페이퍼(월남쌈용)16CM,건면,400,325,2,0,70,0.01,,,,
라이스페이퍼(튀김용)22CM,건면,400,325,2,0,70,0.3,,,,
반포,건면,500,348,6,0,81,179,,,,
반포코,건면,500,345,5.6,0,80.6,225,,,,
반포코 쌀국수,건면,500,345,5.6,0.8,80.6,125,,,,
반포코쌀국수,건면,500,345,6,0,80,100,,,,
분보후에,건면,200,310,5,0.2,75,10,,,,
비나포 쌀국수,건면,200,329,2,0.1,80,10,,,,
쌀국수,건면,500,328,1.5,0,80.6,10,,,,
쌀국수,건면,400,329,2,0.1,80,0.01,,,,
쌀국수,건면,200,329,2,0,80,10,,,,
후띠오코,건면,500,328,1,0,80.6,225,,,,
후띠우,건면,500,328.4,1.5,0,80.6,180,,,,
후띠우코,건면,500,328,1.5,0,80.6,225,,,,
후티우코 쌀국수,건면,500,328,1.5,0,80.6,225,,,,
태스티,과자,150,180,7,13,8,292,,,,
파패드 판잡이,빵류,200,110,6,2,16,762,,,,
간편뚝딱 냉동 납작 감자면,숙면,1000,180.8,0,0,45.2,58,,,,
100%유기농 시벅손  착즙액,과/채주스,1000,60,1.1,1.6,10.4,80,,,,
유기농 브래퇼 게댐프트,해바라기유,3000,819,0,91,0,0,,,,
오엠엑스 대평효5년,당류가공품,135,272,6.6,0.3,63.4,255,,,,
비오나데 엘더베리 (500ml),탄산음료,500,100,0,0,25,0,,,,
비오나데 진저-오렌지,탄산음료,330,57,0,0,14,0,,,,
비오나데 클라우디 레몬(500ml),탄산음료,500,116,0,0,29,0,,,,
엠시티오일,가공유지,591,42,0,4.7,0,0,,,,
유기농 아마씨유,기타식물성유지,20000,900,0,100,0,0,,,,
브루스,과/채음료,500,36,1,0,8,80,,,,
슈가 와플,빵류,550,448.4,6.3,23.2,53.6,218.1,,,,
비트버거 드라이브 (330ml병),기타발효음료,330,22,0,0,5.1,0,,,,
프리이엄 소프트서브믹스 초콜릿 크레미아,기타 코코아가공품,1000,187,4.2,8.7,23,54,,,,
라즈베리 소르베,빙과,11356,208,0,0,52,7,,,,
레몬 소르베,빙과,11356,136,0,0,34,15,,,,
망고 소르베,빙과,11356,196,0,0,49,0,,,,
커클랜드 시그니춰 초콜릿칩스,초콜릿,2040,540,6,29,64,0,,,,
기라델리 다크 코팅 초콜릿,준초콜릿,11350,567,5,35,58,55,,,,
마시모 구스토 아보카도 오일,기타식물성유지,500,890,0,98,2,0,,,,
포레 르 빠쥬,발효식초,500,828,0,92,0,0,,,,
메룰라 엑스트라버진 올리브유,올리브유,500,840,0,93.3,0,0,,,,
리지스 그라놀라,곡류가공품,300,483,14.5,27,45.5,2,,,,
스위트 캔디믹스,캔디류,5000,391,0.1,0.2,97,10,,,,
스위트 트라이앵글,캔디류,5000,391,0.1,0.2,97,10,,,,
스트로베리 롤리팝,캔디류,3250,390,0.1,0.2,97,10,,,,
씨프렌즈캔디,캔디류,5000,391,0.1,0.2,97,10,,,,
애플 롤리팝,캔디류,3250,390,0.1,0.2,97,10,,,,
오렌지 롤리팝,캔디류,3250,390,0.1,0.2,97,10,,,,
패션푸르츠 롤리팝,캔디류,3250,390,0.1,0.2,97,10,,,,
레드후르츠 소보로 타르트 455G(89857),빵류,455,307,4.3,14,41,108,,,,
글레이즈드 빠네토네,빵류,1000,375,6.8,15,51,144,,,,
파네토네 마롱 글라세(마롱 9.76% 함유)(97583),빵류,1000,359,6.5,16,51,148,,,,
